Variables	Min	FirstQu	Median	Mean	ThirdQu	Max	SD
ALCO	0	0	0	0.466072999947352	0	415.8	5.43482950207255
MOIS	0	12.48	68.04	181.788164095699	228.23	17382.6	368.261538409722
S040	0	0	0	0.0302011221504374	0.001	4.176	0.109386420757373
S060	0	0	0	0.0194398874841116	0	2.436	0.0692976546070984
S080	0	0	0	0.0169992779729089	0.002	5.375	0.0712202428295026
S100	0	0	0	0.0317790822734828	0.006	4.31	0.107382720849641
S120	0	0	0	0.0567300822057928	0.008	33.064	0.365122490636081
S140	0	0	0.002	0.13837912439173	0.046	14.178	0.430748475458098
S160	0	0	0.112	0.916299483299363	1.002	47.213	1.93445770376729
S180	0	0	0.022	0.397526365270497	0.401	23.319	0.894073032146605
M161	0	0	0.002	0.0735808858369873	0.036	5.037	0.210925167996986
M181	0	0	0.152	1.68839329417339	1.82	100.092	3.54043611416119
M201	0	0	0	0.0197939816033514	0.013	2.882	0.0665095006113115
M221	0	0	0	0.00192473619687272	0	1.839	0.0221642648324397
P182	0	0.001	0.084	1.05206392196091	0.982	86.395	2.42306716614334
P183	0	0	0.015	0.113822779954723	0.093	20.593	0.312940060793715
P184	0	0	0	0.000759519851984446	0	0.464	0.00953240981094013
P204	0	0	0	0.0103852992275814	0.002	1.55	0.0353540067545819
P205	0	0	0	0.00205619777525403	0	1.278	0.0254686721209107
P225	0	0	0	0.00154447611669763	0	1.176	0.0105598082338981
P226	0	0	0	0.00448980512789657	0	3.263	0.0469408538873775
originalrownames	1	27021.5	55096	55468.2328086102	82807.5	121481	32771.8907012029
id	1	27021.5	55096	55468.2328086102	82807.5	121481	32771.8907012029
DRXFCSD	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Main.food.description	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Food_codeint	11100000	43108010	63420110	63135117.6103009	92101000	95323000	27664707.2765165
F_CITMLB	0	0	0	0.0147700748426207	0	11.61217	0.161401610329521
F_OTHER	0	0	0	0.0323140349807083	0	4.9686	0.193358357100243
F_JUICE	0	0	0	0.0173742295294038	0	7.192	0.156500857008056
F_TOTAL	0	0	0	0.0644583393527328	0	11.61217	0.298209456457112
V_DRKGR	0	0	0	0.0102782451056341	0	4.14075	0.103290098178409
V_REDOR_TOMATO	0	0	0	0.0176038678013523	0	3.6859	0.0968656646784492
V_REDOR_OTHER	0	0	0	0.00622483099301288	0	4.862835	0.0620414842383841
V_REDOR_TOTAL	0	0	0	0.0238286987943652	0	4.862835	0.116546454226106
V_STARCHY_POTATO	0	0	0	0.0230411781902692	0	9.462	0.169250018437139
V_STARCHY_OTHER	0	0	0	0.00583358697794057	0	6.3248	0.0708187254937214
V_STARCHY_TOTAL	0	0	0	0.0288747651682097	0	9.462	0.184443336807947
V_OTHER	0	0	0	0.0336335676862792	0	8.61	0.157284986335884
V_TOTAL	0	0	0	0.0966152767544882	0	9.462	0.302758622000563
V_LEGUMES	0	0	0	0.00946493657443272	0	3.398625	0.0915603901699411
G_WHOLE	0	0	0	0.0591836530960672	0	11.91667	0.346013998670044
G_REFINED	0	0	0	0.362177996991554	0	30.6552	1.03801593348833
G_TOTAL	0	0	0	0.421361650057537	0	30.6552	1.09683574114301
PF_MEAT	0	0	0	0.100019613286803	0	28.0596	0.656380600201114
PF_CUREDMEAT	0	0	0	0.0578912585533886	0	18.9208	0.407569511834203
PF_ORGAN	0	0	0	0.00161253777480276	0	10.15	0.0880824583934365
PF_POULT	0	0	0	0.106404951360946	0	28.08	0.681478589324375
PF_SEAFD_HI	0	0	0	0.0124333274994547	0	17.646	0.266900827643984
PF_SEAFD_LOW	0	0	0	0.0338505065772155	0	41.65	0.464065309123301
PF_MPS_TOTAL	0	0	0	0.312212195127821	0	41.65	1.14865915650347
PF_EGGS	0	0	0	0.040157101685482	0	7.8	0.263527197955685
PF_SOY	0	0	0	0.0050520775276589	0	8.108057	0.0960569574014204
PF_NUTSDS	0	0	0	0.0423840495716725	0	26.28	0.413638391409054
PF_LEGUMES	0	0	0	0.0380031666754413	0	13.65412	0.36764588682425
PF_TOTAL	0	0	0	0.399805423912635	0	41.65	1.24667803769851
D_MILK	0	0	0	0.0408467166645357	0	8.0032	0.211722529726914
D_YOGURT	0	0	0	0.00425988270820328	0	3.0135	0.0565671135955025
D_CHEESE	0	0	0	0.0415218553990328	0	8.5224	0.23039140465154
D_TOTAL	0	0	0	0.0887382526342707	0	8.5224	0.318245799952685
OILS	0	0	0	1.73598694183921	0.7686	140.88816	4.92268433634854
SOLID_FATS	0	0	0	2.12184539071443	1.290464	133.6068	5.66343845944003
ADD_SUGARS	0	0	0	0.997820216126776	0.4	164.517	3.08039538959628
A_DRINKS	0	0	0	0.0333546232071541	0	29.7	0.388768809527941
Old.Main.food.description	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
ModCode	0	0	0	0	0	0	0
FoodID	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Day	1	1	2	1.50158319481946	2	2	0.499999373767944
SDDSRVYR	9	9	9	9	9	9	0
RIDSTATR	2	2	2	2	2	2	0
RIAGENDR	1	1	2	1.53192337487496	2	2	0.498981733898924
RIDAGEYR	18	35	51	50.5184154513797	65	80	18.1673177639694
RIDAGEMN	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
RIDRETH1	1	2	3	3.02695567806617	4	5	1.24877349490555
RIDRETH3	1	2	3	3.20959092652622	4	7	1.58238778265958
RIDEXMON	1	1	2	1.50376431832369	2	2	0.499987709942962
RIDEXAGM	216	222	227	227.292705663016	234	239	6.89816640086322
DMQMILIZ	1	2	2	1.89959310764973	2	2	0.300542888239472
DMQADFC	1	1	2	1.53520599250936	2	7	0.606538720059816
DMDBORN4	1	1	1	1.32948502921953	2	99	1.41715660947853
DMDCITZN	1	1	1	1.15903380624972	1	9	0.460279914517987
DMDYRSUS	1	4	6	7.97067072875864	7	99	14.9313502080059
DMDEDUC3	9	11	13	13.7442799461642	13	66	7.13507107220634
DMDEDUC2	1	3	4	3.63464875759722	5	9	1.2573193950855
DMDMARTL	1	1	1	2.44715605326029	4	77	2.10159549021951
RIDEXPRG	1	2	2	1.96879497083996	2	3	0.286427634576958
SIALANG	1	1	1	1.12829518874239	1	2	0.334419458797242
SIAPROXY	1	2	2	1.99417865657834	2	2	0.076075613115317
SIAINTRP	1	2	2	1.9713144653615	2	2	0.16692179097102
FIALANG	1	1	1	1.1104280281701	1	2	0.31342373315786
FIAPROXY	1	2	2	1.99871182727686	2	2	0.0358681370844421
FIAINTRP	1	2	2	1.97557871352427	2	2	0.154353720460132
MIALANG	1	1	1	1.09594002960723	1	2	0.294510141268675
MIAPROXY	1	2	2	1.99167690320955	2	2	0.0908509099764927
MIAINTRP	1	2	2	1.96206179722196	2	2	0.191047593421655
AIALANGA	1	1	1	1.16257346664443	1	3	0.410182326659901
DMDHHSIZ	1	2	3	3.14945960784904	4	7	1.66620215653582
DMDFMSIZ	1	2	3	3.0025270948187	4	7	1.71530642715886
DMDHHSZA	0	0	0	0.250746470716537	0	3	0.583879183600764
DMDHHSZB	0	0	0	0.573688129423356	1	4	0.978136843766485
DMDHHSZE	0	0	0	0.664753796283065	1	3	0.827903973423874
DMDHRGND	1	1	1	1.45383915342324	2	2	0.497866488639323
DMDHRAGE	18	40	54	52.7539090997977	66	80	16.5333007787496
DMDHRBR4	1	1	1	1.33561974462784	2	99	1.43988734286268
DMDHREDU	1	3	4	3.62535035814388	5	9	1.26926594930368
DMDHRMAR	1	1	1	2.4873368974266	3	99	4.20962375255459
DMDHSEDU	1	3	4	3.70464665884448	5	9	1.30969079577477
WTINT2YR	5330.958339	17442.134838	25693.738999	44385.6266521036	52119.841331	233755.84185	42565.4176774604
WTMEC2YR	5470.040941	18259.4136105	26667.161121	46104.7856061407	54105.881387	242386.660766	43874.8208405613
SDMVPSU	1	1	1	1.49838672071842	2	2	0.499999277602888
SDMVSTRA	119	123	126	126.268932528073	130	133	4.21093592619528
INDHHIN2	1	6	8	11.3999397553139	14	99	14.2469244775359
INDFMIN2	1	5	8	11.0658125130167	14	99	14.344444434814
INDFMPIR	0	1.23	2.24	2.61326754295263	4.23	5	1.61588212685142
