FoodCode	DRXFCSD	Main.food.description	Old.Main.food.description	ModCode	FoodID
11436000	YOGURT, LIQUID	Yogurt_liquid	Yogurt, liquid	0	11436000.0
11460000	YOGURT, FROZEN, FLAVORS OTHER THAN CHOCOLATE, NS AS TO TYPE	Yogurt_frozen_flavors_other_than_chocolate_NS_as_to_type_of_milk	Yogurt, frozen, flavors other than chocolate, NS as to type of milk	0	11460000.0
11511000	CHOCOLATE MILK, NFS	Chocolate_milk_NFS	Chocolate milk, NFS	0	11511000.0
11511200	CHOCOLATE MILK, READY TO DRINK, REDUCED FAT	Chocolate_milk_ready_to_drink_reduced_fat	Chocolate milk, ready to drink, reduced fat	0	11511200.0
11511300	CHOCOLATE MILK, READY TO DRINK, FAT FREE	Chocolate_milk_ready_to_drink_fat_free	Chocolate milk, ready to drink, fat free	0	11511300.0
11511550	CHOCOLATE MILK, READY TO DRINK, REDUCED SUGAR, NS AS TO MILK	Chocolate_milk_ready_to_drink_reduced_sugar_NS_as_to_milk	Chocolate milk, ready to drink, reduced sugar, NS as to milk	0	11511550.0
11513600	CHOCOLATE MILK, MADE FROM SYRUP WITH LOW FAT MILK	Chocolate_milk_made_from_syrup_with_low_fat_milk	Chocolate milk, made from syrup with low fat milk	0	11513600.0
11514100	HOT CHOCOLATE / COCOA, MADE WITH DRY MIX AND WATER	Hot_chocolate_Cocoa_made_with_dry_mix_and_water	Hot chocolate / Cocoa, made with dry mix and water	0	11514100.0
11514150	HOT CHOCOLATE / COCOA, MADE WITH DRY MIX AND NON-DAIRY MILK	Hot_chocolate_Cocoa_made_with_dry_mix_and_non_dairy_milk	Hot chocolate / Cocoa, made with dry mix and non-dairy milk	0	11514150.0
11541110	MILK SHAKE, HOME RECIPE, CHOCOLATE	Milk_shake_home_recipe_chocolate	Milk shake, home recipe, chocolate	0	11541110.0
11541120	MILK SHAKE, HOME RECIPE, FLAVORS OTHER THAN CHOCOLATE	Milk_shake_home_recipe_flavors_other_than_chocolate	Milk shake, home recipe, flavors other than chocolate	0	11541120.0
11542200	MILK SHAKE, FAST FOOD, FLAVORS OTHER THAN CHOCOLATE	Milk_shake_fast_food_flavors_other_than_chocolate	Milk shake, fast food, flavors other than chocolate	0	11542200.0
11553110	FRUIT SMOOTHIE, WITH WHOLE FRUIT AND DAIRY	Fruit_smoothie_with_whole_fruit_and_dairy	Fruit smoothie, with whole fruit and dairy	0	11553110.0
11553120	FRUIT SMOOTHIE, WITH WHOLE FRUIT AND DAIRY, ADDED PROTEIN	Fruit_smoothie_with_whole_fruit_and_dairy_added_protein	Fruit smoothie, with whole fruit and dairy, added protein	0	11553120.0
11830150	COCOA POWDER, NOT RECONSTITUTED	Cocoa_powder_not_reconstituted	Cocoa powder, not reconstituted	0	11830150.0
12120100	CREAM, HALF AND HALF	Cream_half_and_half	Cream, half and half	0	12120100.0
12140000	CREAM, WHIPPED	Cream_whipped	Cream, whipped	0	12140000.0
12200100	COFFEE CREAMER, NFS	Coffee_creamer_NFS	Coffee creamer, NFS	0	12200100.0
12210200	COFFEE CREAMER, LIQUID	Coffee_creamer_liquid	Coffee creamer, liquid	0	12210200.0
12210210	COFFEE CREAMER, LIQUID, FLAVORED	Coffee_creamer_liquid_flavored	Coffee creamer, liquid, flavored	0	12210210.0
12210260	COFFEE CREAMER, LIQUID, FAT FREE	Coffee_creamer_liquid_fat_free	Coffee creamer, liquid, fat free	0	12210260.0
12210270	COFFEE CREAMER, LIQUID, FAT FREE, FLAVORED	Coffee_creamer_liquid_fat_free_flavored	Coffee creamer, liquid, fat free, flavored	0	12210270.0
12210280	COFFEE CREAMER, LIQUID, FAT FREE, SUGAR FREE, FLAVORED	Coffee_creamer_liquid_fat_free_sugar_free_flavored	Coffee creamer, liquid, fat free, sugar free, flavored	0	12210280.0
12210310	COFFEE CREAMER, LIQUID, SUGAR FREE, FLAVORED	Coffee_creamer_liquid_sugar_free_flavored	Coffee creamer, liquid, sugar free, flavored	0	12210310.0
12210400	COFFEE CREAMER, POWDER	Coffee_creamer_powder	Coffee creamer, powder	0	12210400.0
12210420	COFFEE CREAMER, POWDER, FLAVORED	Coffee_creamer_powder_flavored	Coffee creamer, powder, flavored	0	12210420.0
12210430	COFFEE CREAMER, POWDER, FAT FREE	Coffee_creamer_powder_fat_free	Coffee creamer, powder, fat free	0	12210430.0
12210505	COFFEE CREAMER,POWDER, SUGAR FREE, FLAVORED	Coffee_creamer_powder_sugar_free_flavored	Coffee creamer,powder, sugar free, flavored	0	12210505.0
12310100	SOUR CREAM	Sour_cream	Sour cream	0	12310100.0
12310370	SOUR CREAM, FAT FREE	Sour_cream_fat_free	Sour cream, fat free	0	12310370.0
12350010	DIP, NFS	Dip_NFS	Dip, NFS	0	12350010.0
12350200	CHIPOTLE DIP, REGULAR	Chipotle_dip_regular	Chipotle dip, regular	0	12350200.0
13110100	ICE CREAM, REGULAR, FLAVORS OTHER THAN CHOCOLATE	Ice_cream_regular_flavors_other_than_chocolate	Ice cream, regular, flavors other than chocolate	0	13110100.0
13110120	ICE CREAM, RICH, FLAVORS OTHER THAN CHOCOLATE	Ice_cream_rich_flavors_other_than_chocolate	Ice cream, rich, flavors other than chocolate	0	13110120.0
13110200	ICE CREAM, SOFT SERVE, FLAVORS OTHER THAN CHOCOLATE	Ice_cream_soft_serve_flavors_other_than_chocolate	Ice cream, soft serve, flavors other than chocolate	0	13110200.0
13120050	ICE CREAM BAR OR STICK, NOT CHOCOLATE COVERED OR CAKE COVERE	Ice_cream_bar_or_stick_not_chocolate_covered_or_cake_covered	Ice cream bar or stick, not chocolate covered or cake covered	0	13120050.0
13120300	ICE CREAM BAR, CAKE COVERED	Ice_cream_bar_cake_covered	Ice cream bar, cake covered	0	13120300.0
13120730	ICE CREAM CONE, NO TOPPING, FLAVORS OTHER THAN CHOCOLATE	Ice_cream_cone_no_topping_flavors_other_than_chocolate	Ice cream cone, no topping, flavors other than chocolate	0	13120730.0
13130330	LIGHT ICE CREAM, NO SUGAR ADDED, FLAVORS OTHER THAN CHOCOLAT	Light_ice_cream_no_sugar_added_flavors_other_than_chocolate	Light ice cream, no sugar added, flavors other than chocolate	0	13130330.0
13210300	CUSTARD	Custard	Custard	0	13210300.0
13210520	PUDDING, TAPIOCA, MADE FROM DRY MIX, MADE WITH MILK	Pudding_tapioca_made_from_dry_mix_made_with_milk	Pudding, tapioca, made from dry mix, made with milk	0	13210520.0
13230110	PUDDING, READY-TO-EAT, FLAVORS OTHER THAN CHOCOLATE	Pudding_ready_to_eat_flavors_other_than_chocolate	Pudding, ready-to-eat, flavors other than chocolate	0	13230110.0
13252600	TIRAMISU	Tiramisu	Tiramisu	0	13252600.0
14010000	CHEESE, NFS	Cheese_NFS	Cheese, NFS	0	14010000.0
14102010	CHEESE, BRICK	Cheese_Brick	Cheese, Brick	0	14102010.0
14103020	CHEESE, BRIE	Cheese_Brie	Cheese, Brie	0	14103020.0
14104100	CHEESE, CHEDDAR	Cheese_Cheddar	Cheese, Cheddar	0	14104100.0
14104110	CHEESE, CHEDDAR, REDUCED FAT	Cheese_Cheddar_reduced_fat	Cheese, Cheddar, reduced fat	0	14104110.0
14104250	CHEESE, COLBY JACK	Cheese_Colby_Jack	Cheese, Colby Jack	0	14104250.0
14104400	CHEESE, FETA	Cheese_Feta	Cheese, Feta	0	14104400.0
14105010	CHEESE, GOUDA OR EDAM	Cheese_Gouda_or_Edam	Cheese, Gouda or Edam	0	14105010.0
14106200	CHEESE, MONTEREY	Cheese_Monterey	Cheese, Monterey	0	14106200.0
14106500	CHEESE, MONTEREY, REDUCED FAT	Cheese_Monterey_reduced_fat	Cheese, Monterey, reduced fat	0	14106500.0
14107010	CHEESE, MOZZARELLA, NFS	Cheese_Mozzarella_NFS	Cheese, Mozzarella, NFS	0	14107010.0
14107030	CHEESE, MOZZARELLA, PART SKIM	Cheese_Mozzarella_part_skim	Cheese, Mozzarella, part skim	0	14107030.0
14107200	CHEESE, MUENSTER	Cheese_Muenster	Cheese, Muenster	0	14107200.0
14108010	CHEESE, PARMESAN, DRY GRATED	Cheese_Parmesan_dry_grated	Cheese, Parmesan, dry grated	0	14108010.0
14108020	CHEESE, PARMESAN, HARD	Cheese_Parmesan_hard	Cheese, Parmesan, hard	0	14108020.0
14109010	CHEESE, SWISS	Cheese_Swiss	Cheese, Swiss	0	14109010.0
14109030	CHEESE, SWISS, REDUCED FAT	Cheese_Swiss_reduced_fat	Cheese, Swiss, reduced fat	0	14109030.0
14131500	QUESO ASADERO	Queso_Asadero	Queso Asadero	0	14131500.0
14133000	QUESO FRESCO	Queso_Fresco	Queso Fresco	0	14133000.0
14201010	CHEESE, COTTAGE, CREAMED, LARGE OR SMALL CURD	Cheese_cottage_creamed_large_or_small_curd	Cheese, cottage, creamed, large or small curd	0	14201010.0
14204010	CHEESE, COTTAGE, LOW FAT	Cheese_cottage_low_fat	Cheese, cottage, low fat	0	14204010.0
14301010	CHEESE, CREAM	Cheese_cream	Cheese, cream	0	14301010.0
14410110	CHEESE, AMERICAN	Cheese_American	Cheese, American	0	14410110.0
14410120	CHEESE, AMERICAN, REDUCED FAT	Cheese_American_reduced_fat	Cheese, American, reduced fat	0	14410120.0
14620150	CHEESE DIP WITH CHILI PEPPER	Cheese_dip_with_chili_pepper	Cheese dip with chili pepper	0	14620150.0
14640002	CHEESE SANDWICH, AMERICAN CHEESE, ON WHITE BREAD, NO SPREAD	Cheese_sandwich_American_cheese_on_white_bread_no_spread	Cheese sandwich, American cheese, on white bread, no spread	0	14640002.0
14640032	CHEESE SANDWICH, CHEDDAR CHEESE, ON WHITE BREAD, WITH MAYONN	Cheese_sandwich_Cheddar_cheese_on_white_bread_with_mayonnaise	Cheese sandwich, Cheddar cheese, on white bread, with mayonnaise	0	14640032.0
14640105	GRILLED CHEESE SANDWICH, AMERICAN CHEESE, ON WHITE BREAD	Grilled_cheese_sandwich_American_cheese_on_white_bread	Grilled cheese sandwich, American cheese, on white bread	0	14640105.0
14650100	CHEESE SAUCE	Cheese_sauce	Cheese sauce	0	14650100.0
14660200	MOZZARELLA STICKS, BREADED, BAKED, OR FRIED	Mozzarella_sticks_breaded_baked_or_fried	Mozzarella sticks, breaded, baked, or fried	0	14660200.0
21000100	BEEF, NS AS TO CUT, COOKED, NS AS TO FAT EATEN	Beef_NS_as_to_cut_cooked_NS_as_to_fat_eaten	Beef, NS as to cut, cooked, NS as to fat eaten	0	21000100.0
21101000	BEEF STEAK, NS AS TO COOKING METHOD, NS AS TO FAT EATEN	Beef_steak_NS_as_to_cooking_method_NS_as_to_fat_eaten	Beef steak, NS as to cooking method, NS as to fat eaten	0	21101000.0
21101120	BEEF STEAK, BROILED OR BAKED, LEAN AND FAT EATEN	Beef_steak_broiled_or_baked_lean_and_fat_eaten	Beef steak, broiled or baked, lean and fat eaten	0	21101120.0
21101130	BEEF STEAK, BROILED OR BAKED, LEAN ONLY EATEN	Beef_steak_broiled_or_baked_lean_only_eaten	Beef steak, broiled or baked, lean only eaten	0	21101130.0
21102130	BEEF STEAK, FRIED, LEAN ONLY EATEN	Beef_steak_fried_lean_only_eaten	Beef steak, fried, lean only eaten	0	21102130.0
21103130	BEEF STEAK, BREADED OR FLOURED, BAKED OR FRIED, LEAN ONLY EA	Beef_steak_breaded_or_floured_baked_or_fried_lean_only_eaten	Beef steak, breaded or floured, baked or fried, lean only eaten	0	21103130.0
21105120	BEEF STEAK, BRAISED, LEAN AND FAT EATEN	Beef_steak_braised_lean_and_fat_eaten	Beef steak, braised, lean and fat eaten	0	21105120.0
21105130	BEEF STEAK, BRAISED, LEAN ONLY EATEN	Beef_steak_braised_lean_only_eaten	Beef steak, braised, lean only eaten	0	21105130.0
21304110	BEEF, SHORTRIBS, COOKED, LEAN AND FAT EATEN	Beef_shortribs_cooked_lean_and_fat_eaten	Beef, shortribs, cooked, lean and fat eaten	0	21304110.0
21401000	BEEF, ROAST, ROASTED, NS AS TO FAT EATEN	Beef_roast_roasted_NS_as_to_fat_eaten	Beef, roast, roasted, NS as to fat eaten	0	21401000.0
21401120	BEEF, ROAST, ROASTED, LEAN ONLY EATEN	Beef_roast_roasted_lean_only_eaten	Beef, roast, roasted, lean only eaten	0	21401120.0
21416150	CORNED BEEF, CANNED, READY-TO-EAT	Corned_beef_canned_ready_to_eat	Corned beef, canned, ready-to-eat	0	21416150.0
21417110	BEEF BRISKET, COOKED, LEAN AND FAT EATEN	Beef_brisket_cooked_lean_and_fat_eaten	Beef brisket, cooked, lean and fat eaten	0	21417110.0
21500310	GROUND BEEF PATTY, COOKED	Ground_beef_patty_cooked	Ground beef patty, cooked	0	21500310.0
21601000	BEEF, BACON, COOKED	Beef_bacon_cooked	Beef, bacon, cooked	0	21601000.0
21602100	BEEF JERKY	Beef_jerky	Beef jerky	0	21602100.0
22000100	PORK, NS AS TO CUT, COOKED, NS AS TO FAT EATEN	Pork_NS_as_to_cut_cooked_NS_as_to_fat_eaten	Pork, NS as to cut, cooked, NS as to fat eaten	0	22000100.0
22101110	PORK CHOP, BROILED OR BAKED, LEAN AND FAT EATEN	Pork_chop_broiled_or_baked_lean_and_fat_eaten	Pork chop, broiled or baked, lean and fat eaten	0	22101110.0
22101150	PORK CHOP, BREADED OR FLOURED, BROILED OR BAKED, LEAN ONLY E	Pork_chop_breaded_or_floured_broiled_or_baked_lean_only_eaten	Pork chop, breaded or floured, broiled or baked, lean only eaten	0	22101150.0
22101220	PORK CHOP, FRIED, LEAN ONLY EATEN	Pork_chop_fried_lean_only_eaten	Pork chop, fried, lean only eaten	0	22101220.0
22101510	PORK CHOP, STEWED, LEAN AND FAT EATEN	Pork_chop_stewed_lean_and_fat_eaten	Pork chop, stewed, lean and fat eaten	0	22101510.0
22101520	PORK CHOP, STEWED, LEAN ONLY EATEN	Pork_chop_stewed_lean_only_eaten	Pork chop, stewed, lean only eaten	0	22101520.0
22311000	HAM, SMOKED OR CURED, COOKED, NS AS TO FAT EATEN	Ham_smoked_or_cured_cooked_NS_as_to_fat_eaten	Ham, smoked or cured, cooked, NS as to fat eaten	0	22311000.0
22311020	HAM, SMOKED OR CURED, COOKED, LEAN ONLY EATEN	Ham_smoked_or_cured_cooked_lean_only_eaten	Ham, smoked or cured, cooked, lean only eaten	0	22311020.0
22411010	PORK ROAST, SHOULDER, COOKED, LEAN AND FAT EATEN	Pork_roast_shoulder_cooked_lean_and_fat_eaten	Pork roast, shoulder, cooked, lean and fat eaten	0	22411010.0
22600100	BACON, NS AS TO TYPE OF MEAT, COOKED	Bacon_NS_as_to_type_of_meat_cooked	Bacon, NS as to type of meat, cooked	0	22600100.0
22600200	PORK BACON, NS AS TO FRESH, SMOKED OR CURED, COOKED	Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon, NS as to fresh, smoked or cured, cooked	0	22600200.0
22701010	PORK, SPARERIBS, COOKED, LEAN AND FAT EATEN	Pork_spareribs_cooked_lean_and_fat_eaten	Pork, spareribs, cooked, lean and fat eaten	0	22701010.0
22707010	PORK, PIG'S FEET, COOKED	Pork_pig_s_feet_cooked	Pork, pig's feet, cooked	0	22707010.0
24100000	CHICKEN, NS AS TO PART AND COOKING METHOD, NS AS TO SKIN EAT	Chicken_NS_as_to_part_and_cooking_method_NS_as_to_skin_eaten	Chicken, NS as to part and cooking method, NS as to skin eaten	0	24100000.0
24100020	CHICKEN, NS AS TO PART AND COOKING METHOD, SKIN NOT EATEN	Chicken_NS_as_to_part_and_cooking_method_skin_not_eaten	Chicken, NS as to part and cooking method, skin not eaten	0	24100020.0
24103020	CHICKEN, NS AS TO PART, STEWED, SKIN NOT EATEN	Chicken_NS_as_to_part_stewed_skin_not_eaten	Chicken, NS as to part, stewed, skin not eaten	0	24103020.0
24104051	CHICKEN, NS AS TO PART, SAUTEED, SKIN NOT EATEN	Chicken_NS_as_to_part_sauteed_skin_not_eaten	Chicken, NS as to part, sauteed, skin not eaten	0	24104051.0
24120120	CHICKEN BREAST, NS AS TO COOKING METHOD, SKIN NOT EATEN	Chicken_breast_NS_as_to_cooking_method_skin_not_eaten	Chicken breast, NS as to cooking method, skin not eaten	0	24120120.0
24122131	CHICKEN BREAST, BAKED, BROILED, OR ROASTED, SKIN NOT EATEN,	Chicken_breast_baked_broiled_or_roasted_skin_not_eaten_from_raw	Chicken breast, baked, broiled, or roasted, skin not eaten, from raw	0	24122131.0
24122141	CHICKEN BREAST, BAKED OR BROILED, SKIN NOT EATEN, FROM PRE-C	Chicken_breast_baked_or_broiled_skin_not_eaten_from_pre_cooked	Chicken breast, baked or broiled, skin not eaten, from pre-cooked	0	24122141.0
24122150	CHICKEN BREAST, BAKED OR BROILED, SKIN EATEN, FROM FAST FOOD	Chicken_breast_baked_or_broiled_skin_eaten_from_fast_food_restaurant	Chicken breast, baked or broiled, skin eaten, from fast food / restaurant	0	24122150.0
24122171	CHICKEN BREAST, ROTISSERIE, SKIN NOT EATEN	Chicken_breast_rotisserie_skin_not_eaten	Chicken breast, rotisserie, skin not eaten	0	24122171.0
24123110	CHICKEN BREAST, STEWED, SKIN EATEN	Chicken_breast_stewed_skin_eaten	Chicken breast, stewed, skin eaten	0	24123110.0
24123120	CHICKEN BREAST, STEWED, SKIN NOT EATEN	Chicken_breast_stewed_skin_not_eaten	Chicken breast, stewed, skin not eaten	0	24123120.0
24123300	CHICKEN BREAST, GRILLED WITHOUT SAUCE, SKIN EATEN	Chicken_breast_grilled_without_sauce_skin_eaten	Chicken breast, grilled without sauce, skin eaten	0	24123300.0
24123301	CHICKEN BREAST, GRILLED WITHOUT SAUCE, SKIN NOT EATEN	Chicken_breast_grilled_without_sauce_skin_not_eaten	Chicken breast, grilled without sauce, skin not eaten	0	24123301.0
24123311	CHICKEN BREAST, GRILLED WITH SAUCE, SKIN NOT EATEN	Chicken_breast_grilled_with_sauce_skin_not_eaten	Chicken breast, grilled with sauce, skin not eaten	0	24123311.0
24124200	CHICKEN BREAST, SAUTEED, SKIN EATEN	Chicken_breast_sauteed_skin_eaten	Chicken breast, sauteed, skin eaten	0	24124200.0
24124201	CHICKEN BREAST, SAUTEED, SKIN NOT EATEN	Chicken_breast_sauteed_skin_not_eaten	Chicken breast, sauteed, skin not eaten	0	24124201.0
24127202	CHICKEN BREAST, FRIED, COATED, PREPARED SKINLESS, COATING EA	Chicken_breast_fried_coated_prepared_skinless_coating_eaten_from_raw	Chicken breast, fried, coated, prepared skinless, coating eaten, from raw	0	24127202.0
24127210	CHICKEN BREAST, FRIED, COATED, SKIN / COATING EATEN, FROM PR	Chicken_breast_fried_coated_skin_coating_eaten_from_pre_cooked	Chicken breast, fried, coated, skin / coating eaten, from pre-cooked	0	24127210.0
24127211	CHICKEN BREAST, FRIED, COATED, SKIN / COATING NOT EATEN, FRO	Chicken_breast_fried_coated_skin_coating_not_eaten_from_pre_cooked	Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked	0	24127211.0
24127220	CHICKEN BREAST, FRIED, COATED, SKIN / COATING EATEN, FROM FA	Chicken_breast_fried_coated_skin_coating_eaten_from_fast_food_restaurant	Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant	0	24127220.0
24127500	CHICKEN BREAST, BAKED, COATED, SKIN / COATING EATEN	Chicken_breast_baked_coated_skin_coating_eaten	Chicken breast, baked, coated, skin / coating eaten	0	24127500.0
24130210	CHICKEN LEG, DRUMSTICK AND THIGH, NS AS TO COOKING METHOD, S	Chicken_leg_drumstick_and_thigh_NS_as_to_cooking_method_skin_eaten	Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten	0	24130210.0
24133220	CHICKEN LEG, DRUMSTICK AND THIGH, STEWED, SKIN NOT EATEN	Chicken_leg_drumstick_and_thigh_stewed_skin_not_eaten	Chicken leg, drumstick and thigh, stewed, skin not eaten	0	24133220.0
24142500	CHICKEN DRUMSTICK, GRILLED WITHOUT SAUCE, SKIN EATEN	Chicken_drumstick_grilled_without_sauce_skin_eaten	Chicken drumstick, grilled without sauce, skin eaten	0	24142500.0
24143210	CHICKEN DRUMSTICK, STEWED, SKIN EATEN	Chicken_drumstick_stewed_skin_eaten	Chicken drumstick, stewed, skin eaten	0	24143210.0
24144301	CHICKEN DRUMSTICK, SAUTEED, SKIN NOT EATEN	Chicken_drumstick_sauteed_skin_not_eaten	Chicken drumstick, sauteed, skin not eaten	0	24144301.0
24147320	CHICKEN DRUMSTICK, FRIED, COATED, SKIN / COATING EATEN, FROM	Chicken_drumstick_fried_coated_skin_coating_eaten_from_fast_food_restaurant	Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant	0	24147320.0
24150210	CHICKEN THIGH, NS AS TO COOKING METHOD, SKIN EATEN	Chicken_thigh_NS_as_to_cooking_method_skin_eaten	Chicken thigh, NS as to cooking method, skin eaten	0	24150210.0
24150220	CHICKEN THIGH, NS AS TO COOKING METHOD, SKIN NOT EATEN	Chicken_thigh_NS_as_to_cooking_method_skin_not_eaten	Chicken thigh, NS as to cooking method, skin not eaten	0	24150220.0
24152231	CHICKEN THIGH, BAKED, BROILED, OR ROASTED, SKIN NOT EATEN, F	Chicken_thigh_baked_broiled_or_roasted_skin_not_eaten_from_raw	Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw	0	24152231.0
24153210	CHICKEN THIGH, STEWED, SKIN EATEN	Chicken_thigh_stewed_skin_eaten	Chicken thigh, stewed, skin eaten	0	24153210.0
24153220	CHICKEN THIGH, STEWED, SKIN NOT EATEN	Chicken_thigh_stewed_skin_not_eaten	Chicken thigh, stewed, skin not eaten	0	24153220.0
24154011	CHICKEN THIGH, GRILLED WITHOUT SAUCE, SKIN NOT EATEN	Chicken_thigh_grilled_without_sauce_skin_not_eaten	Chicken thigh, grilled without sauce, skin not eaten	0	24154011.0
24154020	CHICKEN THIGH, GRILLED WITH SAUCE, SKIN EATEN	Chicken_thigh_grilled_with_sauce_skin_eaten	Chicken thigh, grilled with sauce, skin eaten	0	24154020.0
24154301	CHICKEN THIGH, SAUTEED, SKIN NOT EATEN	Chicken_thigh_sauteed_skin_not_eaten	Chicken thigh, sauteed, skin not eaten	0	24154301.0
24157321	CHICKEN THIGH, FRIED, COATED, SKIN / COATING NOT EATEN, FROM	Chicken_thigh_fried_coated_skin_coating_not_eaten_from_fast_food	Chicken thigh, fried, coated, skin / coating not eaten, from fast food	0	24157321.0
24167200	CHICKEN WING, FRIED, COATED, FROM RAW	Chicken_wing_fried_coated_from_raw	Chicken wing, fried, coated, from raw	0	24167200.0
24167230	CHICKEN WING, FRIED, COATED, FROM RESTAURANT	Chicken_wing_fried_coated_from_restaurant	Chicken wing, fried, coated, from restaurant	0	24167230.0
24168000	CHICKEN "WINGS" WITH HOT SAUCE, FROM FAST FOOD / RESTAURANT	Chicken_wings_with_hot_sauce_from_fast_food_restaurant	Chicken "wings" with hot sauce, from fast food / restaurant	0	24168000.0
24168001	CHICKEN "WINGS" WITH OTHER SAUCES OR SEASONING, FROM FAST FO	Chicken_wings_with_other_sauces_or_seasoning_from_fast_food_restaurant	Chicken "wings" with other sauces or seasoning, from fast food / restaurant	0	24168001.0
24198500	CHICKEN FEET	Chicken_feet	Chicken feet	0	24198500.0
24198732	CHICKEN NUGGETS, FROM RESTAURANT	Chicken_nuggets_from_restaurant	Chicken nuggets, from restaurant	0	24198732.0
24198736	CHICKEN NUGGETS, FROM FROZEN	Chicken_nuggets_from_frozen	Chicken nuggets, from frozen	0	24198736.0
24198737	CHICKEN NUGGETS, FROM OTHER SOURCES	Chicken_nuggets_from_other_sources	Chicken nuggets, from other sources	0	24198737.0
24198741	CHICKEN TENDERS OR STRIPS, BREADED, FROM FAST FOOD	Chicken_tenders_or_strips_breaded_from_fast_food	Chicken tenders or strips, breaded, from fast food	0	24198741.0
24198746	CHICKEN TENDERS OR STRIPS, BREADED, FROM FROZEN	Chicken_tenders_or_strips_breaded_from_frozen	Chicken tenders or strips, breaded, from frozen	0	24198746.0
