Variables	Min	FirstQu	Median	Mean	ThirdQu	Max	SD
THEO	0	0	7.5	29.4107545045045	38.5	631	53.0148270761046
ALCO	0	0	0	6.39017454954955	0	234.35	17.9328835736278
MOIS	476.21	1865.0175	2516.24	2713.45497184685	3342.19375	10735.85	1177.8608273258
S040	0	0.207	0.3775	0.460802927927928	0.6155	3.0825	0.365081969205971
S060	0	0.1335	0.2485	0.296138231981982	0.399625	1.8715	0.2299804251487
S080	0	0.1175	0.205	0.259720157657658	0.327	2.9055	0.237706266152341
S100	0.0055	0.2375	0.40675	0.486036317567568	0.643125	3.3095	0.360270350683622
S120	0.0025	0.312875	0.544	0.872056306306306	0.98775	17.099	1.16581243167239
S140	0.0445	1.09725	1.8375	2.11258079954955	2.779375	9.6445	1.41174241678682
S160	2.658	9.261	13.00375	13.9705447635135	17.500125	43.474	6.39573170737984
S180	0.856	3.8515	5.624	6.07920326576577	7.677875	20.45	2.99979213149526
M161	0.101	0.68025	0.996	1.10451013513514	1.383125	4.334	0.602928502438018
M181	4.526	17.138875	24.046	25.879799268018	31.82475	85.593	11.9826432919015
M201	0.023	0.16825	0.25275	0.304440315315315	0.38225	2.0075	0.211150637335053
M221	0	0.0045	0.013	0.0301844031531532	0.031	1.331	0.0744895563450921
P182	1.6935	10.373125	14.65225	16.1842393018018	20.182625	60.659	8.23322955355768
P183	0.201	1.0675	1.5095	1.74654082207207	2.191625	16.064	1.06812862871826
P184	0	0	0.0015	0.0122956081081081	0.0045	0.3905	0.0304881302762677
P204	0.001	0.084	0.13675	0.15565625	0.203125	1.0555	0.102349721895973
P205	0	0.004	0.008	0.0328671171171171	0.0185	1.254	0.0871229409468803
P225	0	0.0095	0.016	0.0230954391891892	0.026	0.631	0.0302932249484738
P226	0	0.006	0.0255	0.0693353040540541	0.063	1.8165	0.150717922476852
F_CITMLB	0	0	0	0.222327017173423	0.259465625	5.806085	0.49064837846899
F_OTHER	0	0	0.2060625	0.486294081362613	0.76904925	5.72251	0.674851924459854
F_JUICE	0	0	0.0043145	0.243009449324324	0.31	3.898625	0.463091237298191
F_TOTAL	0	0.116256625	0.6918025	0.95163054786036	1.411915875	9.4075715	1.01285973400402
V_DRKGR	0	0	0	0.154016993524775	0.160029375	3.359083	0.331462788396026
V_REDOR_TOMATO	0	0.059	0.1906875	0.272567273085586	0.385853	2.4592	0.294889321807962
V_REDOR_OTHER	0	0	0.009798	0.100545834459459	0.12350625	2.161646	0.193508874729184
V_REDOR_TOTAL	0	0.120502125	0.28638675	0.373113107545045	0.5226235	2.4592	0.344982113486222
V_STARCHY_POTATO	0	0	0.19145	0.360166326013514	0.502714625	4.907125	0.494419301540872
V_STARCHY_OTHER	0	0	0	0.0970951683558559	0.096254	3.1624	0.244207681163028
V_STARCHY_TOTAL	0	0.0178935	0.29375	0.457261494369369	0.632415625	5.5949	0.558053843831841
V_OTHER	0	0.15498425	0.362691	0.513327534065315	0.716635	4.6257	0.51909718037137
V_TOTAL	0	0.769611	1.272909	1.4977191295045	2.01896825	7.157564	0.987755934189662
V_LEGUMES	0	0	0	0.141524222128378	0.1801	2.553723	0.292527080020729
G_WHOLE	0	0	0.44576	0.885088952984234	1.3068	10.8627	1.19674792736184
G_REFINED	0	3.146725	5.0107525	5.53309995945946	7.217547875	25.004192	3.2269176183607
G_TOTAL	0	4.025803125	5.843027	6.41818891131757	8.229856375	25.004192	3.3131133886891
PF_MEAT	0	0	0.99260925	1.49755016300676	2.306763375	12.160368	1.74562485939508
PF_CUREDMEAT	0	0	0.4144	0.874808069538288	1.290125	11.1315	1.24920518114889
PF_ORGAN	0	0	0	0.0273834664977477	0	4.76	0.270945997294594
PF_POULT	0	0	1.0615625	1.60549444453829	2.423732125	16.124359	1.90197724899276
PF_SEAFD_HI	0	0	0	0.182859087837838	0	8.823	0.804361591657946
PF_SEAFD_LOW	0	0	0	0.579256624436937	0.3498	21.3974	1.54309449117323
PF_MPS_TOTAL	0	2.657947	4.211818	4.76735185585586	6.234091125	30.6141575	3.05468937684328
PF_EGGS	0	0.036	0.30072	0.584669590653153	0.951271625	4.8227	0.704449082182569
PF_SOY	0	0	0	0.0610252288851351	0	4.0572	0.269388366551693
PF_NUTSDS	0	0	0.014637	0.662257370213964	0.6903125	14.5298775	1.37722396594638
PF_LEGUMES	0	0	0	0.568628150619369	0.713052	10.36511	1.17568674632759
PF_TOTAL	0	3.654951875	5.4103085	6.07530404560811	7.7768835	30.7785275	3.50124576445917
D_MILK	0	0.0898	0.36132	0.608707566441441	0.87896775	7.62805	0.75210650078126
D_YOGURT	0	0	0	0.0629194648085586	0	1.757916	0.18096481791121
D_CHEESE	0	0.0916875	0.441625	0.644083881193694	0.93580375	4.8340425	0.718739567634299
D_TOTAL	0	0.562878125	1.111931	1.34292953153153	1.864935625	8.462675	1.06767736677856
OILS	0	15.0766875	23.74152925	27.0168644087838	35.941390125	115.948815	16.3865704325376
SOLID_FATS	0	18.286746375	29.372631	32.3434098201013	42.83537375	129.643075	18.9705870788091
ADD_SUGARS	0.018	6.727355375	12.06192925	14.9379081765203	20.461328375	79.4527	11.4124138683896
A_DRINKS	0	0	0	0.457048117398649	0	16.632	1.28176499212956
NoOfItems	4.5	11.5	15	15.4349662162162	18.5	42.5	5.17748313415812
SDDSRVYR	9	9	9	9	9	9	0
RIDSTATR	2	2	2	2	2	2	0
RIAGENDR	1	1	2	1.53378378378378	2	2	0.498997853715768
RIDAGEYR	18	35	51	49.8265765765766	65	80	18.1434438643683
RIDAGEMN	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
RIDRETH1	1	2	3	3.03434684684685	4	5	1.22851217523471
RIDRETH3	1	2	3	3.20439189189189	4	7	1.54642809575754
RIDEXMON	1	1	2	1.51013513513514	2	2	0.500038064786321
RIDEXAGM	217	220	225.5	226.459459459459	232	239	6.90679472711065
DMQMILIZ	1	2	2	1.9009009009009	2	2	0.298879181919891
DMQADFC	1	1	2	1.51704545454545	2	2	0.501135075240562
DMDBORN4	1	1	1	1.29222972972973	2	2	0.454915420258409
DMDCITZN	1	1	1	1.16554054054054	1	9	0.448679490411699
DMDYRSUS	1	3	5	7.63005780346821	7	99	14.1554368382468
DMDEDUC3	9	11	13	13.9615384615385	13	66	8.63914724581455
DMDEDUC2	1	3	4	3.56007067137809	5	5	1.26518421462932
DMDMARTL	1	1	1	2.49941107184923	5	6	1.85961316255874
RIDEXPRG	1	2	2	1.96581196581197	2	3	0.248364614397828
SIALANG	1	1	1	1.12612612612613	1	2	0.332084960915632
SIAPROXY	1	2	2	1.99662162162162	2	2	0.0580418971051606
SIAINTRP	1	2	2	1.97691441441441	2	2	0.150217665529651
FIALANG	1	1	1	1.11754487550666	1	2	0.322161722010401
FIAPROXY	1	2	2	1.9988419224088	2	2	0.0340206794587191
FIAINTRP	1	2	2	1.98089171974522	2	2	0.136945292659833
MIALANG	1	1	1	1.09701928696669	1	2	0.296070560543898
MIAPROXY	1	2	2	1.99357101110462	2	2	0.0799461848313854
MIAINTRP	1	2	2	1.96727060198714	2	2	0.177979487797813
AIALANGA	1	1	1	1.16643059490085	1	3	0.422513831458123
DMDHHSIZ	1	2	3	3.18468468468468	4	7	1.68496640555359
DMDFMSIZ	1	2	3	3.0213963963964	4	7	1.7427818036621
DMDHHSZA	0	0	0	0.242117117117117	0	3	0.566625613357244
DMDHHSZB	0	0	0	0.584459459459459	1	4	0.981901312008775
DMDHHSZE	0	0	0	0.635698198198198	1	3	0.808161444697372
DMDHRGND	1	1	1	1.45382882882883	2	2	0.498003882537026
DMDHRAGE	18	40	54	52.5005630630631	65	80	16.1728689422633
DMDHRBR4	1	1	1	1.3047563123899	2	2	0.460439345872783
DMDHREDU	1	3	4	3.57369348209043	5	9	1.25916183395461
DMDHRMAR	1	1	1	2.63929784824462	4	77	4.71230278954547
DMDHSEDU	1	3	4	3.64763995609221	5	9	1.27868941571997
WTINT2YR	5747.620843	17619.5082135	25188.613429	44290.3742791413	50181.203509	213887.191113	42729.4967825112
WTMEC2YR	5948.954975	18275.6537575	26416.436416	45803.1097269589	52159.3762425	224891.623229	43634.3579102241
SDMVPSU	1	1	1	1.49268018018018	2	2	0.500087227513807
SDMVSTRA	119	123	127	126.534346846847	130	133	4.16314513030323
INDHHIN2	1	6	8	11.2249275362319	14	99	14.4279297031725
INDFMIN2	1	5	8	10.9177764910249	14	99	14.6616202349963
INDFMPIR	0	1.15	2.18	2.51923697270471	3.99	5	1.6000294382527
Gender	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
AgeGroup	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Gender_Age	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
BMDSTATS	1	1	1	1.08727477477477	1	3	0.391078256575518
BMXWT	39.8	66.5	78.7	82.2224662162162	93.9	198.9	21.8977299434191
BMIWT	3	3	3	3.20588235294118	3	4	0.410425630121905
BMXRECUM	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
BMIRECUM	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
BMXHEAD	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
BMIHEAD	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
BMXHT	137.6	159.2	166.3	166.469594594595	173.425	201	9.82364202300334
BMIHT	3	3	3	3	3	3	0
BMXBMI	16	24.5	28.6	29.5850225225225	33.5	64.5	7.09313262799771
BMDBMIC	1	2	2	2.67567567567568	3	4	0.861793416877168
BMXLEG	28	35.9	38.5	38.4604154645124	41	51.1	3.70993800649648
BMILEG	1	1	1	1	1	1	0
BMXARML	30	35.2	37.1	37.1329714285714	39	47.4	2.74457805836368
BMIARML	1	1	1	1	1	1	0
BMXARMC	20.3	29.6	32.6	33.1770416904626	36.2	58.4	5.22021548958369
BMIARMC	1	1	1	1	1	1	0
BMXWAIST	65	88.8	99.2	100.446828143022	110.6	165	16.9007983974519
BMIWAIST	1	1	1	1	1	1	0
BMXSAD1	12.8	19.7	22.6	23.0272192827748	26	40.4	4.59312976387225
BMXSAD2	12.6	19.7	22.6	23.0204585537919	26	40	4.60975870507519
BMXSAD3	14.3	21.7	25.25	24.9617021276596	27.475	39.5	4.48301709040894
BMXSAD4	14.3	21.7	25	24.936170212766	27.375	39.8	4.45968442549662
BMDAVSAD	12.7	19.7	22.6	23.0381540270429	26	39.9	4.59625767232206
BMDSADCM	1	1	1	1.12068965517241	1	3	0.46178852176995
DBQ095Z	1	1	1	2.59065315315315	4	99	8.38756305464739
DBD100	1	1	1	1.70062695924765	2	9	0.871167572828063
DRQSPREP	1	3	3	3.20664414414414	4	9	1.08229323539407
DRQSDIET	1	2	2	1.8384009009009	2	2	0.36818631119489
DRQSDT1	1	1	1	1	1	1	0
DRQSDT2	2	2	2	2	2	2	0
DRQSDT3	3	3	3	3	3	3	0
DRQSDT4	4	4	4	4	4	4	0
DRQSDT5	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
DRQSDT6	6	6	6	6	6	6	0
DRQSDT7	7	7	7	7	7	7	0
DRQSDT8	8	8	8	8	8	8	0
DRQSDT9	9	9	9	9	9	9	0
DRQSDT10	10	10	10	10	10	10	0
DRQSDT11	11	11	11	11	11	11	NA
DRQSDT12	12	12	12	12	12	12	0
DRQSDT91	91	91	91	91	91	91	0
DRD340	1	1	1	1.44732394366197	2	9	0.55722415015251
DRD350A	1	2	2	1.87537688442211	2	2	0.330457176257959
DRD350AQ	1	1	1	1.58064516129032	2	10	1.19004525563703
DRD350B	1	2	2	1.79798994974874	2	2	0.40170158686372
DRD350BQ	1	1	1	1.9452736318408	2	30	2.65744050728351
DRD350C	1	2	2	1.96180904522613	2	2	0.191753382963274
DRD350CQ	1	1	1	1.84210526315789	2	7	1.44308820111169
DRD350D	1	2	2	1.89748743718593	2	2	0.303473716112602
DRD350DQ	1	1	1	1.37254901960784	2	4	0.716448454993376
DRD350E	1	2	2	1.93065326633166	2	2	0.254170595321411
DRD350EQ	1	1	1	1.53623188405797	2	6	0.948368725526465
DRD350F	1	2	2	1.8894472361809	2	2	0.313735198260676
DRD350FQ	1	1	1	1.76363636363636	2	12	1.45215608587649
DRD350G	1	2	2	1.90452261306533	2	2	0.294020982705029
DRD350GQ	1	1	1	1.38947368421053	2	4	0.640723275517187
DRD350H	1	1	1	1.12964824120603	1	2	0.336084952738389
DRD350HQ	1	1	2	2.25635103926097	3	30	2.19434113757958
DRD350I	1	2	2	1.93467336683417	2	2	0.24722558887581
DRD350IQ	1	1	1	1.70769230769231	2	8	1.22120684318675
DRD350J	1	2	2	1.99396984924623	2	2	0.0774584921328732
DRD350JQ	1	1	1	1.16666666666667	1	2	0.408248290463863
DRD350K	2	2	2	2	2	2	0
DRD360	1	1	1	1.3143661971831	2	9	0.58474773271887
DRD370A	1	2	2	1.89156626506024	2	2	0.31105236501376
DRD370AQ	1	1	2	2.1037037037037	2	12	1.77155835806528
DRD370B	1	1	2	1.63293172690763	2	2	0.482199041634307
DRD370BQ	1	1	2	2.62800875273523	3	30	2.78418209349672
DRD370C	1	2	2	1.97510040160643	2	2	0.15588176854111
DRD370CQ	1	1	1	1.51612903225806	2	5	0.811211757883866
DRD370D	1	2	2	1.82329317269076	2	2	0.381573677098718
DRD370DQ	1	1	2	2.29545454545455	3	20	2.31709495191485
DRD370E	1	2	2	1.86987951807229	2	2	0.33657113685961
DRD370EQ	1	1	1	1.90740740740741	2	10	1.42648225429135
DRD370F	1	2	2	1.96224899598394	2	2	0.190670046332729
DRD370FQ	1	1	1	1.97872340425532	2	15	2.17184915904805
DRD370G	1	2	2	1.96305220883534	2	2	0.188709446797535
DRD370GQ	1	1	1	1.60869565217391	2	5	0.977030896123903
DRD370H	1	2	2	1.97670682730924	2	2	0.150893634925624
DRD370HQ	1	1	2	2.20689655172414	3	7	1.52079186010887
DRD370I	1	2	2	1.97510040160643	2	2	0.15588176854111
DRD370IQ	1	1	1	1.61290322580645	2	4	0.98918887157909
DRD370J	1	2	2	1.99839357429719	2	2	0.0400641281425398
DRD370JQ	1	1.25	1.5	1.5	1.75	2	0.707106781186548
DRD370K	1	2	2	1.97751004016064	2	2	0.148330151019154
DRD370KQ	1	1	1	1.89285714285714	2	5	1.31485207488751
DRD370L	1	2	2	1.98955823293173	2	2	0.101690917131768
DRD370LQ	1	1	2	2.07692307692308	2	6	1.44115338424578
DRD370M	1	1	2	1.63775100401606	2	2	0.480843396580178
DRD370MQ	1	1	2	2.47450110864745	3	20	2.27569611462293
DRD370N	1	2	2	1.94457831325301	2	2	0.228893436947982
DRD370NQ	1	1	2	2.92753623188406	4	16	2.81445241032629
DRD370O	1	2	2	1.98072289156627	2	2	0.137552531320442
DRD370OQ	1	1	1	1.54166666666667	2	4	0.931532942621143
DRD370P	1	2	2	1.99678714859438	2	2	0.0566136323837828
DRD370PQ	1	1	1.5	1.75	2.25	3	0.957427107756338
DRD370Q	1	2	2	1.99357429718876	2	2	0.0799346315406647
DRD370QQ	1	1	1	1.25	1	3	0.707106781186548
DRD370R	1	2	2	1.96867469879518	2	2	0.174265369519234
DRD370RQ	1	1	1	1.35897435897436	2	3	0.627743640567234
DRD370S	1	2	2	1.98232931726908	2	2	0.13180433765386
DRD370SQ	1	1	1	1.27272727272727	1.75	2	0.455842305838552
DRD370T	1	1	2	1.69558232931727	2	2	0.460345269915044
DRD370TQ	1	1	2	2.71240105540897	3	30	3.14367245348711
DRD370U	1	2	2	1.914859437751	2	2	0.279202902515349
DRD370UQ	1	1	2	2.26415094339623	3	12	1.73096112466293
DRD370V	2	2	2	2	2	2	0
PF_TOTAL_LEG	0	4.097745625	5.9339535	6.64393219622748	8.5863955	31.9692275	3.65746325493959
PF_LEG_perTOTAL	0	0	0	8.13771642079412	10.530621369696	100	15.5128136859754
DivGroup	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
DivGroup_f	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
LBDHDD	6	43	53	55.7820945945946	65	129	16.8679489491475
LBXTR	15	61	89	106.073198198198	136	397	63.4231596044889
LBDLDL	24	86	109	111.616554054054	134	277	35.7984488869325
LBXTC	84	160	185	188.612612612613	213	359	41.3564340242069
