"Sample"	"vvkaj.00037"	"vvkaj.00002"	"vvkaj.00023"	"vvkaj.00029"	"vvkaj.00044"	"vvkaj.00045"	"vvkaj.00022"	"vvkaj.00024"	"vvkaj.00003"	"vvkaj.00016"	"vvkaj.00032"	"vvkaj.00038"	"vvkaj.00039"	"vvkaj.00007"	"vvkaj.00034"	"vvkaj.00004"	"vvkaj.00005"	"vvkaj.00011"	"vvkaj.00030"	"vvkaj.00010"	"vvkaj.00018"	"vvkaj.00033"	"vvkaj.00009"	"vvkaj.00026"	"vvkaj.00008"	"vvkaj.00031"	"vvkaj.00012"	"vvkaj.00027"	"vvkaj.00042"	"vvkaj.00025"	"vvkaj.00041"	"vvkaj.00006"	"vvkaj.00015"	"vvkaj.00013"	"vvkaj.00043"	"vvkaj.00028"	"vvkaj.00040"	"vvkaj.00014"	"vvkaj.00001"	"vvkaj.00021"	"vvkaj.00036"	"vvkaj.00019"	"vvkaj.00020"	"vvkaj.00035"	"vvkaj.00017"
"vvkaj.00005"	0.941176470588235	0.878048780487805	0.941176470588235	1	0.977777777777778	1	0.837837837837838	0.918918918918919	0.973684210526316	0.972972972972973	0.894736842105263	1	0.936170212765957	0.941176470588235	1	0.837837837837838	0	1	1	1	1	0.942857142857143	1	1	0.935483870967742	0.9375	1	0.972972972972973	1	1	1	0.85	1	1	0.958333333333333	1	1	0.951219512195122	0.951219512195122	0.976744186046512	0.966666666666667	1	1	1	0.862068965517241
"vvkaj.00011"	1	1	1	0.955555555555556	1	0.938775510204082	1	1	0.852941176470588	1	0.95	1	1	1	0.939393939393939	1	1	0	1	0.975609756097561	0.976190476190476	1	0.933333333333333	0.951219512195122	1	1	0.928571428571429	0.944444444444444	0.861111111111111	0.971428571428571	0.972972972972973	1	1	1	1	0.952380952380952	0.916666666666667	1	0.976190476190476	0.976744186046512	1	0.967741935483871	0.9375	1	1
"vvkaj.00030"	0.923076923076923	0.949152542372881	0.96	0.833333333333333	0.76	0.740740740740741	0.886792452830189	0.962962962962963	1	1	1	1	0.9	0.96	0.98	0.907407407407407	1	1	0	0.925925925925926	0.927272727272727	0.96078431372549	0.933333333333333	1	0.979166666666667	0.936507936507937	0.983333333333333	1	0.944444444444444	1	1	0.931034482758621	0.830188679245283	0.784313725490196	0.777777777777778	0.8	1	0.907407407407407	1	0.947368421052632	1	0.956521739130435	0.958333333333333	1	1
"vvkaj.00010"	0.964285714285714	0.936170212765957	0.974358974358974	0.959183673469388	0.958333333333333	0.923076923076923	1	1	1	1	1	1	0.981132075471698	1	0.973684210526316	0.978260869565217	1	0.975609756097561	0.925925925925926	0	0.931818181818182	1	1	0.853658536585366	0.972222222222222	0.962264150943396	0.911111111111111	0.95	0.977272727272727	0.918918918918919	0.864864864864865	1	1	1	1	1	0.976190476190476	1	1	1	1	1	1	1	0.972222222222222
"vvkaj.00018"	0.982758620689655	0.98	0.975	1	0.98	0.963636363636364	0.909090909090909	1	0.926829268292683	0.897435897435897	0.978260869565217	1	0.962264150943396	0.975	0.888888888888889	0.956521739130435	1	0.976190476190476	0.927272727272727	0.931818181818182	0	0.95	0.972222222222222	1	0.972972972972973	0.962962962962963	0.936170212765957	0.976190476190476	0.977777777777778	1	0.976190476190476	0.914893617021277	0.98	0.98	0.981481481481482	0.957446808510638	0.952380952380952	1	0.933333333333333	0.934782608695652	0.941176470588235	0.84375	0.885714285714286	0.909090909090909	0.914285714285714
"vvkaj.00033"	0.822222222222222	0.902439024390244	0.90625	1	0.902439024390244	1	0.894736842105263	0.916666666666667	0.944444444444444	0.972222222222222	0.948717948717949	1	0.911111111111111	0.939393939393939	1	0.975609756097561	0.942857142857143	1	0.96078431372549	1	0.95	0	1	1	1	0.936170212765957	0.976744186046512	0.972222222222222	0.974358974358974	1	0.972222222222222	0.953488372093023	0.928571428571429	0.977272727272727	1	1	0.972972972972973	0.975609756097561	0.95	0.951219512195122	0.928571428571429	0.966666666666667	0.96875	0.96551724137931	0.967741935483871
"vvkaj.00009"	0.978723404255319	1	1	0.948717948717949	0.947368421052632	0.904761904761905	0.972222222222222	0.9375	1	1	0.971428571428571	0.952380952380952	0.976744186046512	0.96551724137931	0.964285714285714	0.972222222222222	1	0.933333333333333	0.933333333333333	1	0.972222222222222	1	0	0.972222222222222	1	1	1	1	0.90625	1	1	0.974358974358974	0.888888888888889	0.947368421052632	0.952380952380952	0.8125	0.935483870967742	0.942857142857143	0.972222222222222	1	0.958333333333333	1	1	1	1
"vvkaj.00026"	0.982758620689655	0.959183673469388	1	1	1	0.982142857142857	1	0.977272727272727	1	1	0.978260869565217	1	0.981481481481482	1	0.947368421052632	1	1	0.951219512195122	1	0.853658536585366	1	1	0.972222222222222	0	1	1	0.936170212765957	0.897435897435897	0.977777777777778	0.861111111111111	0.837837837837838	1	1	1	1	1	0.976744186046512	1	0.978723404255319	1	0.971428571428571	1	1	1	0.972972972972973
"vvkaj.00008"	0.957446808510638	0.861111111111111	0.851851851851852	0.923076923076923	0.948717948717949	1	0.944444444444444	0.939393939393939	1	0.96875	0.878787878787879	0.954545454545455	0.953488372093023	0.892857142857143	1	0.944444444444444	0.935483870967742	1	0.979166666666667	0.972222222222222	0.972972972972973	1	1	1	0	0.904761904761905	1	0.96875	1	0.966666666666667	1	0.921052631578947	1	1	0.953488372093023	0.973684210526316	0.9375	0.944444444444444	0.944444444444444	0.916666666666667	1	1	1	1	1
"vvkaj.00031"	0.864406779661017	0.843137254901961	0.957446808510638	0.888888888888889	0.964912280701754	0.951612903225806	0.943396226415094	0.918367346938776	0.96	0.98	0.877551020408163	1	0.967213114754098	0.957446808510638	1	0.88	0.9375	1	0.936507936507937	0.962264150943396	0.962962962962963	0.936170212765957	1	1	0.904761904761905	0	0.982456140350877	0.959183673469388	0.981132075471698	1	1	0.927272727272727	0.982758620689655	0.982758620689655	0.932203389830508	0.982142857142857	1	0.943396226415094	0.901960784313726	0.963636363636364	0.976744186046512	1	1	0.976744186046512	0.977777777777778
"vvkaj.00012"	0.966101694915254	0.94	1	1	1	0.946428571428571	0.979591836734694	1	0.977777777777778	0.977272727272727	0.979166666666667	1	0.882352941176471	0.976190476190476	0.923076923076923	0.888888888888889	1	0.928571428571429	0.983333333333333	0.911111111111111	0.936170212765957	0.976744186046512	1	0.936170212765957	1	0.982456140350877	0	0.875	0.956521739130435	0.951219512195122	0.815789473684211	0.94	0.94	0.980769230769231	0.982142857142857	0.98	0.954545454545455	1	0.936170212765957	0.813953488372093	1	0.885714285714286	0.921052631578947	0.972972972972973	0.947368421052632
"vvkaj.00027"	0.941176470588235	0.954545454545455	0.971428571428571	1	1	0.96	0.951219512195122	0.974358974358974	0.973684210526316	0.914285714285714	0.95	1	0.936170212765957	0.941176470588235	1	0.951219512195122	0.972972972972973	0.944444444444444	1	0.95	0.976190476190476	0.972222222222222	1	0.897435897435897	0.96875	0.959183673469388	0.875	0	0.948717948717949	0.971428571428571	0.944444444444444	0.977777777777778	1	1	1	1	0.945945945945946	1	0.976190476190476	0.976744186046512	1	0.967741935483871	0.96969696969697	0.966666666666667	0.96875
"vvkaj.00042"	0.924528301886792	1	1	1	0.934782608695652	0.877551020408163	0.930232558139535	0.976190476190476	1	0.948717948717949	0.928571428571429	1	0.94	0.945945945945946	1	1	1	0.861111111111111	0.944444444444444	0.977272727272727	0.977777777777778	0.974358974358974	0.90625	0.977777777777778	1	0.981132075471698	0.956521739130435	0.948717948717949	0	0.973684210526316	1	0.934782608695652	0.979166666666667	1	1	0.955555555555556	0.864864864864865	1	1	1	1	1	1	1	1
"vvkaj.00025"	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9375	1	1	1	0.971428571428571	1	0.918918918918919	1	1	1	0.861111111111111	0.966666666666667	1	0.951219512195122	0.971428571428571	0.973684210526316	0	0.909090909090909	1	1	1	1	1	0.911764705882353	1	1	1	1	1	1	0.964285714285714	1
"vvkaj.00041"	0.961538461538462	0.954545454545455	1	1	1	1	0.976190476190476	1	0.973684210526316	0.972972972972973	0.975609756097561	1	0.837209302325581	0.971428571428571	0.970588235294118	0.976190476190476	1	0.972972972972973	1	0.864864864864865	0.976190476190476	0.972222222222222	1	0.837837837837838	1	1	0.815789473684211	0.944444444444444	1	0.909090909090909	0	0.977777777777778	0.930232558139535	1	1	1	0.945945945945946	1	0.976190476190476	0.976744186046512	1	0.967741935483871	0.96969696969697	0.966666666666667	0.935483870967742
"vvkaj.00006"	0.912280701754386	0.851063829787234	1	0.92156862745098	1	0.983050847457627	0.866666666666667	1	0.931818181818182	0.977777777777778	0.888888888888889	1	0.925925925925926	0.9	0.925	0.9375	0.85	1	0.931034482758621	1	0.914893617021277	0.953488372093023	0.974358974358974	1	0.921052631578947	0.927272727272727	0.94	0.977777777777778	0.934782608695652	1	0.977777777777778	0	0.981132075471698	0.981132075471698	0.905660377358491	0.980392156862745	0.978260869565217	0.891304347826087	0.914893617021277	0.844444444444444	1	0.857142857142857	0.864864864864865	0.973684210526316	0.861111111111111
"vvkaj.00015"	0.892857142857143	0.981132075471698	0.926829268292683	0.877551020408163	0.772727272727273	0.888888888888889	0.9375	1	1	1	1	1	0.862745098039216	0.976744186046512	1	1	1	1	0.830188679245283	1	0.98	0.928571428571429	0.888888888888889	1	1	0.982758620689655	0.94	1	0.979166666666667	1	0.930232558139535	0.981132075471698	0	0.826086956521739	0.862745098039216	0.844444444444444	1	0.914893617021277	1	1	1	0.974358974358974	0.975609756097561	1	0.975
"vvkaj.00013"	1	0.981132075471698	1	0.877551020408163	0.851063829787234	0.695652173913043	1	0.978723404255319	0.978260869565217	1	1	1	1	1	0.951219512195122	0.9375	1	1	0.784313725490196	1	0.98	0.977272727272727	0.947368421052632	1	1	0.982758620689655	0.980769230769231	1	1	1	1	0.981132075471698	0.826086956521739	0	0.791666666666667	0.7	1	0.866666666666667	1	0.938775510204082	1	0.947368421052632	0.95	1	1
"vvkaj.00043"	1	0.945454545454545	0.978723404255319	0.770833333333333	0.84	0.814814814814815	0.92156862745098	1	1	1	0.897959183673469	1	1	1	0.978260869565217	0.942307692307692	0.958333333333333	1	0.777777777777778	1	0.981481481481482	1	0.952380952380952	1	0.953488372093023	0.932203389830508	0.982142857142857	1	1	1	1	0.905660377358491	0.862745098039216	0.791666666666667	0	0.755555555555556	1	0.69047619047619	0.92156862745098	0.901960784313726	1	0.952380952380952	0.954545454545455	1	0.953488372093023
"vvkaj.00028"	1	0.980392156862745	0.975609756097561	0.872340425531915	0.869565217391304	0.739130434782609	1	1	1	1	1	0.96969696969697	0.981818181818182	1	0.975	0.934782608695652	1	0.952380952380952	0.8	1	0.957446808510638	1	0.8125	1	0.973684210526316	0.982142857142857	0.98	1	0.955555555555556	1	1	0.980392156862745	0.844444444444444	0.7	0.755555555555556	0	0.928571428571429	0.911111111111111	1	0.936170212765957	1	0.944444444444444	0.947368421052632	1	1
"vvkaj.00040"	1	0.978260869565217	0.942857142857143	1	0.978260869565217	0.94	0.976744186046512	1	0.974358974358974	0.945945945945946	0.951219512195122	1	0.98	0.972222222222222	1	0.976744186046512	1	0.916666666666667	1	0.976190476190476	0.952380952380952	0.972972972972973	0.935483870967742	0.976744186046512	0.9375	1	0.954545454545455	0.945945945945946	0.864864864864865	0.911764705882353	0.945945945945946	0.978260869565217	1	1	1	0.928571428571429	0	1	0.976744186046512	0.977272727272727	1	0.96875	0.970588235294118	0.967741935483871	0.96969696969697
"vvkaj.00014"	0.982758620689655	0.959183673469388	0.975	0.790697674418605	0.891304347826087	0.882352941176471	0.883720930232558	0.953488372093023	0.976744186046512	1	0.880952380952381	1	0.981481481481482	1	1	1	0.951219512195122	1	0.907407407407407	1	1	0.975609756097561	0.942857142857143	1	0.944444444444444	0.943396226415094	1	1	1	1	1	0.891304347826087	0.914893617021277	0.866666666666667	0.69047619047619	0.911111111111111	1	0	0.883720930232558	0.957446808510638	1	0.972222222222222	0.973684210526316	1	0.944444444444444
"vvkaj.00001"	1	0.9375	1	0.916666666666667	1	1	0.933333333333333	1	0.952380952380952	0.976190476190476	0.825	1	0.981481481481482	0.921052631578947	0.974358974358974	0.956521739130435	0.951219512195122	0.976190476190476	1	1	0.933333333333333	0.95	0.972222222222222	0.978723404255319	0.944444444444444	0.901960784313726	0.936170212765957	0.976190476190476	1	1	0.976190476190476	0.914893617021277	1	1	0.92156862745098	1	0.976744186046512	0.883720930232558	0	0.911111111111111	0.875	0.942857142857143	0.945945945945946	0.909090909090909	0.914285714285714
"vvkaj.00021"	0.983050847457627	0.869565217391304	1	0.94	0.980392156862745	0.945454545454545	0.979166666666667	0.977777777777778	0.953488372093023	0.976744186046512	0.883720930232558	1	0.962962962962963	0.975609756097561	0.948717948717949	0.804878048780488	0.976744186046512	0.976744186046512	0.947368421052632	1	0.934782608695652	0.951219512195122	1	1	0.916666666666667	0.963636363636364	0.813953488372093	0.976744186046512	1	1	0.976744186046512	0.844444444444444	1	0.938775510204082	0.901960784313726	0.936170212765957	0.977272727272727	0.957446808510638	0.911111111111111	0	0.972222222222222	0.914285714285714	0.888888888888889	0.972222222222222	0.973684210526316
"vvkaj.00036"	1	0.973684210526316	1	1	1	1	0.971428571428571	1	1	0.966666666666667	0.90625	1	1	1	0.88	1	0.966666666666667	1	1	1	0.941176470588235	0.928571428571429	0.958333333333333	0.971428571428571	1	0.976744186046512	1	1	1	1	1	1	1	1	1	1	1	1	0.875	0.972222222222222	0	1	1	0.857142857142857	0.916666666666667
"vvkaj.00019"	1	0.974358974358974	1	0.975	0.974358974358974	0.954545454545455	0.942857142857143	1	0.9	0.933333333333333	0.971428571428571	1	0.976744186046512	0.96551724137931	0.884615384615385	0.942857142857143	1	0.967741935483871	0.956521739130435	1	0.84375	0.966666666666667	1	1	1	1	0.885714285714286	0.967741935483871	1	1	0.967741935483871	0.857142857142857	0.974358974358974	0.947368421052632	0.952380952380952	0.944444444444444	0.96875	0.972222222222222	0.942857142857143	0.914285714285714	1	0	0.6	0.958333333333333	0.961538461538462
"vvkaj.00020"	1	0.975609756097561	1	0.976190476190476	0.975609756097561	0.956521739130435	0.973684210526316	1	0.90625	0.9375	0.914285714285714	1	0.977777777777778	0.967741935483871	0.892857142857143	0.945945945945946	1	0.9375	0.958333333333333	1	0.885714285714286	0.96875	1	1	1	1	0.921052631578947	0.96969696969697	1	1	0.96969696969697	0.864864864864865	0.975609756097561	0.95	0.954545454545455	0.947368421052632	0.970588235294118	0.973684210526316	0.945945945945946	0.888888888888889	1	0.6	0	0.961538461538462	0.964285714285714
"vvkaj.00035"	1	0.945945945945946	1	1	1	1	0.971428571428571	1	0.896551724137931	0.966666666666667	0.970588235294118	1	0.976190476190476	0.964285714285714	0.962962962962963	0.971428571428571	1	1	1	1	0.909090909090909	0.96551724137931	1	1	1	0.976744186046512	0.972972972972973	0.966666666666667	1	0.964285714285714	0.966666666666667	0.973684210526316	1	1	1	1	0.967741935483871	1	0.909090909090909	0.972222222222222	0.857142857142857	0.958333333333333	0.961538461538462	0	0.869565217391304
"vvkaj.00017"	0.979166666666667	0.948717948717949	1	1	1	1	0.914285714285714	0.970588235294118	0.96969696969697	0.935483870967742	0.972222222222222	1	0.902439024390244	0.966666666666667	0.96551724137931	0.972972972972973	0.862068965517241	1	1	0.972222222222222	0.914285714285714	0.967741935483871	1	0.972972972972973	1	0.977777777777778	0.947368421052632	0.96875	1	1	0.935483870967742	0.861111111111111	0.975	1	0.953488372093023	1	0.96969696969697	0.944444444444444	0.914285714285714	0.973684210526316	0.916666666666667	0.961538461538462	0.964285714285714	0.869565217391304	0
