Variables	Min	FirstQu	Median	Mean	ThirdQu	Max	SD
F_CITMLB	0	0	0	0.228426521010505	0.2592	6.4387	0.530394979133949
F_OTHER	0	0	0.2013	0.491161589669835	0.7828315	5.72251	0.686493498991481
F_JUICE	0	0	0.006003	0.256647071410705	0.3189125	4.2948	0.495199218372529
F_TOTAL	0	0.106748875	0.7021625	0.976235181215608	1.4527	9.4075725	1.05541579686819
V_DRKGR	0	0	0	0.153071694097049	0.16545	3.359083	0.325280017898303
V_REDOR_TOMATO	0	0.058025	0.18999125	0.268493775012506	0.382378	2.896934	0.291221159549253
V_REDOR_OTHER	0	0	0.00701575	0.095796347923962	0.1134	4.157648	0.194321114588626
V_REDOR_TOTAL	0	0.11094	0.27305625	0.364290122436218	0.513153625	4.157648	0.352904594913553
V_STARCHY_POTATO	0	0	0.1816875	0.357017744247124	0.522414	5.077437	0.491345971604401
V_STARCHY_OTHER	0	0	0	0.0884756630815408	0.087726	3.1624	0.211066774183487
V_STARCHY_TOTAL	0	0	0.2870875	0.445493407328664	0.645065625	5.5949	0.538733917378347
V_OTHER	0	0.1485	0.368527	0.518369323161581	0.7283675	4.6257	0.522104937036751
V_TOTAL	0	0.761859375	1.276841	1.48122454277139	1.99367475	9.456191	0.983405573354097
V_LEGUMES	0	0	0	0.145227555652826	0.192375	4.071937	0.293490477434266
G_WHOLE	0	0	0.45615	0.904503186968484	1.30850625	13.56795	1.22898475332358
G_REFINED	0	3.203559	4.973862	5.55188655690345	7.2508985	31.5648	3.28986996920477
G_TOTAL	0	4.05119725	5.877759	6.45638972611306	8.234809125	31.5648	3.36685973126155
PF_MEAT	0	0	0.99	1.53863919397199	2.3383	19.8186	1.87886464286639
PF_CUREDMEAT	0	0	0.39825	0.873799120185093	1.28371525	11.1315	1.24921166042638
PF_ORGAN	0	0	0	0.0216617506253127	0	6.886	0.23521870758029
PF_POULT	0	0	1.0582	1.6109009152076	2.45750775	16.12436	1.92027802486203
PF_SEAFD_HI	0	0	0	0.191983705352676	0	10.5213	0.791680928688578
PF_SEAFD_LOW	0	0	0	0.511124182091045	0.163885	21.3974	1.37373119952929
PF_MPS_TOTAL	0	2.6180875	4.1580375	4.7481088588044	6.28018975	30.61416	3.08297159127308
PF_EGGS	0	0.03581125	0.299024	0.605789135067534	0.982794375	7.902	0.746842791290001
PF_SOY	0	0	0	0.0778101411955978	0	5.928	0.33979043240396
PF_NUTSDS	0	0	0	0.643843115057529	0.645320625	20.32935	1.37701543297733
PF_LEGUMES	0	0	0	0.583134019884943	0.772875	16.35919	1.17881536597134
PF_TOTAL	0	3.651922	5.4145415	6.0755512590045	7.8661505	30.77853	3.50245389469967
D_MILK	0	0.09423125	0.3643935	0.621342452601301	0.907991375	7.62805	0.744090363395093
D_YOGURT	0	0	0	0.0642010265132566	0	2.51125	0.185841899185303
D_CHEESE	0	0.082955	0.4291625	0.637776011130565	0.9268955	6.889053	0.722698911609577
D_TOTAL	0	0.566043125	1.111166	1.35418782766383	1.87317125	8.462675	1.08321487341349
OILS	0	15.0374525	23.634649	26.7015002152326	35.108665	125.537019	15.9501612970144
SOLID_FATS	0	18.033346	28.8496	32.4134582433717	42.7077825	129.643074	19.4567879261361
ADD_SUGARS	0	6.6623325	12.18624	15.1716890367684	20.35947	90.8138725	11.9545271858158
A_DRINKS	0	0	0	0.513468882691346	0.285	30.525	1.38019575856602
NoOfItems	3	11.5	15	15.3216608304152	18.5	42.5	5.10464289420225
SDDSRVYR	9	9	9	9	9	9	0
RIDSTATR	2	2	2	2	2	2	0
RIAGENDR	1	1	2	1.52701350675338	2	2	0.499332188821985
RIDAGEYR	18	33	48	48.4719859929965	63	80	18.2847159873173
RIDAGEMN	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
RIDRETH1	1	2	3	3.016008004002	4	5	1.25894105158442
RIDRETH3	1	2	3	3.1935967983992	4	7	1.58506256564607
RIDEXMON	1	1	2	1.50425212606303	2	2	0.500044459833913
RIDEXAGM	216	222	227	227.429378531073	234	239	6.79545604849568
DMQMILIZ	1	2	2	1.90495247623812	2	2	0.293317254012183
DMQADFC	1	1	2	1.54736842105263	2	7	0.63774704131803
DMDBORN4	1	1	1	1.32666333166583	2	99	1.61192218858965
DMDCITZN	1	1	1	1.16562421816362	1	9	0.480437313190625
DMDYRSUS	1	4	6	7.79635761589404	7	99	14.7011067101536
DMDEDUC3	9	12	13	13.3924731182796	13	66	5.70080575735196
DMDEDUC2	1	3	4	3.56951731374606	5	5	1.24998849764923
DMDMARTL	1	1	1	2.55403987408185	5	6	1.88211121776519
RIDEXPRG	1	2	2	1.96933962264151	2	3	0.285838170108134
SIALANG	1	1	1	1.13131565782891	1	2	0.337787500074173
SIAPROXY	1	2	2	1.99724862431216	2	2	0.0523879001862345
SIAINTRP	1	2	2	1.97248624312156	2	2	0.163595367504843
FIALANG	1	1	1	1.11873554356207	1	2	0.323518644494104
FIAPROXY	1	2	2	1.99974299665896	2	2	0.0160313237458244
FIAINTRP	1	2	2	1.97507067591879	2	2	0.15592979730454
MIALANG	1	1	1	1.09828393135725	1	2	0.29773687947755
MIAPROXY	1	2	2	1.99531981279251	2	2	0.0682604905654847
MIAINTRP	1	2	2	1.96151846073843	2	2	0.19238069931585
AIALANGA	1	1	1	1.16135084427767	1	3	0.407446700039112
DMDHHSIZ	1	2	3	3.25137568784392	4	7	1.68915120171816
DMDFMSIZ	1	2	3	3.08854427213607	4	7	1.75098923594471
DMDHHSZA	0	0	0	0.268384192096048	0	3	0.601271224810047
DMDHHSZB	0	0	0	0.602051025512756	1	4	0.997352409767807
DMDHHSZE	0	0	0	0.609054527263632	1	3	0.811160614604332
DMDHRGND	1	1	1	1.45847923961981	2	2	0.498335371061256
DMDHRAGE	18	38	51	51.4307153576788	64	80	16.5060265880015
DMDHRBR4	1	1	1	1.33955417314671	2	99	1.63979421876677
DMDHREDU	1	3	4	3.55624675997926	5	9	1.26358774667222
DMDHRMAR	1	1	1	2.61710691823899	4	99	4.58579338157424
DMDHSEDU	1	3	4	3.64536585365854	5	9	1.30979360408985
WTINT2YR	5330.958	17481.7275	25408.023091	42987.6204782314	48348.815	233755.8	41125.5909068099
WTMEC2YR	5470.041	18236.1825	26545.558431	44584.8318548457	50847.4625	242386.7	42300.5183941628
SDMVPSU	1	1	1	1.48749374687344	2	2	0.499906092593376
SDMVSTRA	119	123	126	126.353426713357	130	133	4.17132496666106
INDHHIN2	1	6	8	11.1752895752896	14	99	14.2046215680917
INDFMIN2	1	5	8	10.8655872526343	14	99	14.4559138513772
INDFMPIR	0	1.15	2.11	2.50528830313015	3.98	5	1.60218235086976
Gender	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
AgeGroup	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Gender_Age	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
BMDSTATS	1	1	1	1.07453726863432	1	3	0.378886050767699
BMXWT	32.4	66.7	78.7	82.0138819409705	93.775	198.9	21.5965157376618
BMIWT	3	3	3	3.45	4	4	0.51041778553404
BMXRECUM	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
BMIRECUM	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
BMXHEAD	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
BMIHEAD	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
BMXHT	136.5	159.1	166.3	166.449024512256	173.6	202.7	9.90100576887651
BMIHT	3	3	3	3	3	3	0
BMXBMI	14.5	24.5	28.5	29.5233116558279	33.4	64.6	7.04569181615939
BMDBMIC	1	2	2	2.63276836158192	3	4	0.882693268506139
BMXLEG	26	36	38.6	38.5891111673841	41.2	51.1	3.83855262651355
BMILEG	1	1	1	1	1	1	0
BMXARML	29.1	35.2	37.2	37.2103405107662	39	47.4	2.75481514726372
BMIARML	1	1	1	1	1	1	0
BMXARMC	17.1	29.5	32.75	33.2024524524525	36.4	58.4	5.2615300640365
BMIARMC	1	1	1	1	1	1	0
BMXWAIST	62.1	88.1	99	100.198024012006	110.2	171.6	17.0115391115746
BMIWAIST	Inf	NA	NA	NaN	NA	-Inf	NA
BMXSAD1	12.6	19.5	22.6	22.9068380462725	25.8	40.7	4.57339163628877
BMXSAD2	12.6	19.5	22.5	22.9029562982005	25.8	40.9	4.58561133544549
BMXSAD3	14.3	21.3	23.95	24.3828282828283	27	39.5	4.48482020428688
BMXSAD4	14.3	21.225	23.95	24.3742424242424	27	39.8	4.457821869378
BMDAVSAD	12.6	19.5	22.6	22.9225964010283	25.9	40.8	4.57725838932553
BMDSADCM	1	1	1	1.38	1	5	1.04764069241709
DBQ095Z	1	1	1	2.73961980990495	4	99	9.14533837351042
DBD100	1	1	1	1.69384184744577	2	9	0.833560919771683
DRQSPREP	1	3	3	3.2216108054027	4	9	1.11438081015685
DRQSDIET	1	2	2	1.84142071035518	2	2	0.365329004532161
DRQSDT1	1	1	1	1	1	1	0
DRQSDT2	2	2	2	2	2	2	0
DRQSDT3	3	3	3	3	3	3	0
DRQSDT4	4	4	4	4	4	4	0
DRQSDT5	5	5	5	5	5	5	NA
DRQSDT6	6	6	6	6	6	6	0
DRQSDT7	7	7	7	7	7	7	0
DRQSDT8	8	8	8	8	8	8	0
DRQSDT9	9	9	9	9	9	9	0
DRQSDT10	10	10	10	10	10	10	0
DRQSDT11	11	11	11	11	11	11	0
DRQSDT12	12	12	12	12	12	12	0
DRQSDT91	91	91	91	91	91	91	0
DRD340	1	1	1	1.46960220165124	2	9	0.589267683891145
DRD350A	1	2	2	1.88381742738589	2	2	0.320517621961194
DRD350AQ	1	1	1	1.59920634920635	2	10	1.13706100722116
DRD350B	1	2	2	1.79345320424159	2	2	0.404920745001511
DRD350BQ	1	1	1	1.75892857142857	2	30	2.08325822811249
DRD350C	1	2	2	1.96035039188566	2	2	0.195179609900537
DRD350CQ	1	1	1	1.77906976744186	2	7	1.18223281066153
DRD350D	1	2	2	1.89857076994006	2	2	0.301965860178722
DRD350DQ	1	1	1	1.36818181818182	1	10	0.878919201192572
DRD350E	1	2	2	1.9303826648225	2	2	0.254559693653438
DRD350EQ	1	1	1	1.4635761589404	2	6	0.84675722169609
DRD350F	1	2	2	1.88981097279852	2	2	0.313197430231949
DRD350FQ	1	1	1	1.7489539748954	2	12	1.38863520219082
DRD350G	1	2	2	1.90779160903642	2	2	0.289386615757785
DRD350GQ	1	1	1	1.545	2	6	0.901129943947818
DRD350H	1	1	1	1.11894882434302	1	2	0.323802935463115
DRD350HQ	1	1	2	2.31292517006803	3	30	2.27608448903019
DRD350I	1	2	2	1.92899953895805	2	2	0.256884837328391
DRD350IQ	1	1	1	1.64935064935065	2	8	1.13490356926724
DRD350J	1	2	2	1.99585062240664	2	2	0.0642967047128228
DRD350JQ	1	1	1	1.44444444444444	2	3	0.726483157256779
DRD350K	2	2	2	2	2	2	0
DRD360	1	1	1	1.32624468351263	2	9	0.611570316011419
DRD370A	1	2	2	1.90361010830325	2	2	0.295178480703106
DRD370AQ	1	1	2	2.08988764044944	2	20	1.96572385855179
DRD370B	1	1	2	1.63321299638989	2	2	0.482014703292345
DRD370BQ	1	1	2	2.59547244094488	3	30	2.49704044983391
DRD370C	1	2	2	1.97148014440433	2	2	0.166482669914035
DRD370CQ	1	1	1	1.94936708860759	2	14	1.88038958168326
DRD370D	1	2	2	1.83140794223827	2	2	0.374458804866664
DRD370DQ	1	1	2	2.18843683083512	2	25	2.2577560923886
DRD370E	1	2	2	1.87292418772563	2	2	0.333118013200221
DRD370EQ	1	1	1	1.86363636363636	2	10	1.36652547264655
DRD370F	1	2	2	1.96173285198556	2	2	0.191875127088578
DRD370FQ	1	1	1	2.0188679245283	2	15	2.11110953484281
DRD370G	1	2	2	1.96895306859206	2	2	0.173475887880784
DRD370GQ	1	1	1	1.6046511627907	2	5	0.973520835964724
DRD370H	1	2	2	1.97364620938628	2	2	0.160214028577785
DRD370HQ	1	1	2	2.41095890410959	3	14	1.95672356843977
DRD370I	1	2	2	1.97942238267148	2	2	0.141991047246342
DRD370IQ	1	1	1	1.6140350877193	2	4	0.940258056616683
DRD370J	1	2	2	1.99891696750903	2	2	0.0328975718808306
DRD370JQ	1	1.5	2	2	2.5	3	1
DRD370K	1	2	2	1.96678700361011	2	2	0.179224689890317
DRD370KQ	1	1	2	2.3804347826087	2	30	3.30115661151087
DRD370L	1	2	2	1.99241877256318	2	2	0.0867552278793683
DRD370LQ	1	1	2	2.33333333333333	2	8	1.90613046073277
DRD370M	1	1	2	1.62815884476534	2	2	0.483383558034188
DRD370MQ	1	1	2	2.59514563106796	3	30	2.5187683695164
DRD370N	1	2	2	1.94440433212996	2	2	0.229180608313974
DRD370NQ	1	1	2	2.33116883116883	3	16	2.14827851678706
DRD370O	1	2	2	1.98519855595668	2	2	0.120779251484277
DRD370OQ	1	1	1	1.70731707317073	2	6	1.12347457556957
DRD370P	1	2	2	1.99675090252708	2	2	0.056918454029255
DRD370PQ	1	1	1	1.44444444444444	2	3	0.726483157256779
DRD370Q	1	2	2	1.99241877256318	2	2	0.0867552278793683
DRD370QQ	1	1	1	1.47619047619048	1	6	1.20909253653505
DRD370R	1	2	2	1.96245487364621	2	2	0.190127693551615
DRD370RQ	1	1	1	1.52884615384615	2	6	0.964986350013936
DRD370S	1	2	2	1.98772563176895	2	2	0.110127591847585
DRD370SQ	1	1	1	1.32352941176471	2	3	0.534879665611333
DRD370T	1	1	2	1.7115523465704	2	2	0.453122199087393
DRD370TQ	1	1	2	2.66708385481852	3	30	3.02732838897002
DRD370U	1	2	2	1.92418772563177	2	2	0.264745305341066
DRD370UQ	1	1	2	2.26190476190476	3	24	2.26539944204872
DRD370V	2	2	2	2	2	2	0
DivGroup	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
PF_TOTAL_LEG	0	4.0629895	6.021191	6.65868527888945	8.59507425	31.96923	3.66799608891796
PF_LEG_perTOTAL	0	0	0	8.33115123405877	11.6160687325915	100	15.5793961591101
